"movie","break_even","earnings_ratio","budget_raw","worldwide_gross","production_budget","even"
"Little Voice",1,3.63,6000000,"$21,787,233","$6,000,000","Made money"
"Simply Irresistible",0,0.73,6000000,"$4,398,989","$6,000,000","Lost money"
"Venus",1,1.3,6000000,"$7,818,479","$6,000,000","Made money"
"Hedwig and the Angry Inch",0,0.61,6000000,"$3,643,900","$6,000,000","Lost money"
"Shattered Glass",0,0.49,6000000,"$2,932,719","$6,000,000","Lost money"
"The Wackness",0,0.56,6000000,"$3,330,012","$6,000,000","Lost money"
"Novocaine",0,0.42,6000000,"$2,522,928","$6,000,000","Lost money"
"Snow Flower and the Secret Fan",1,1.89,6000000,"$11,348,205","$6,000,000","Made money"
"The Business of Strangers",0,0.22,6000000,"$1,290,920","$6,000,000","Lost money"
"Beastmaster 2: Through the Portal of Time",0,0.13,6000000,"$773,490","$6,000,000","Lost money"
"The 5th Quarter",0,0.07,6000000,"$408,159","$6,000,000","Lost money"
"The First Great Train Robbery",0,0.07,6000000,"$391,942","$6,000,000","Lost money"
"Morvern Callar",0,0.04,6000000,"$267,194","$6,000,000","Lost money"
"The Flower of Evil",0,0.03,6000000,"$181,798","$6,000,000","Lost money"
"Come Early Morning",0,0.02,6000000,"$119,452","$6,000,000","Lost money"
"The Greatest",0,0.02,6000000,"$115,862","$6,000,000","Lost money"
"Julia",0,0.23,6000000,"$1,365,108","$6,000,000","Lost money"
"Lucky Break",0,0.72,6000000,"$4,316,497","$6,000,000","Lost money"
"Lake of Fire",0,0,6000000,"$26,007","$6,000,000","Lost money"
"Don McKay",0,0,6000000,"$13,722","$6,000,000","Lost money"
"Videodrome",0,0.36,5952000,"$2,120,439","$5,952,000","Lost money"
"Emma",1,6.41,5900000,"$37,831,658","$5,900,000","Made money"
"L'auberge espagnole",0,0.66,5900000,"$3,895,664","$5,900,000","Lost money"
"Winter in Wartime",1,1.67,5800000,"$9,662,214","$5,800,000","Made money"
"Tom yum goong",1,7.55,5700000,"$43,044,087","$5,700,000","Made money"
"Stiff Upper Lips",0,0.01,5700000,"$69,582","$5,700,000","Lost money"
"The Inbetweeners",1,15.1,5700000,"$86,051,320","$5,700,000","Made money"
"Bend it Like Beckham",1,13.7,5600000,"$76,730,377","$5,600,000","Made money"
"Crossover",1,1.25,5600000,"$7,009,668","$5,600,000","Made money"
"Sunshine State",0,0.55,5600000,"$3,064,356","$5,600,000","Lost money"
"The Sting",1,29.02,5500000,"$159,616,327","$5,500,000","Made money"
"Chariots of Fire",1,10.39,5500000,"$57,159,946","$5,500,000","Made money"
"Diary of a Mad Black Woman",1,9.17,5500000,"$50,425,450","$5,500,000","Made money"
"Shine",1,6.51,5500000,"$35,811,509","$5,500,000","Made money"
"Don Jon",1,4.8,5500000,"$26,377,704","$5,500,000","Made money"
"Ghost World",1,1.59,5500000,"$8,761,608","$5,500,000","Made money"
"Iris",1,2.76,5500000,"$15,155,021","$5,500,000","Made money"
"Galaxina",0,0.88,5500000,"$4,865,000","$5,500,000","Lost money"
"Les Choristes",1,15.19,5500000,"$83,529,758","$5,500,000","Made money"
"Wonderland",0,0.19,5500000,"$1,060,512","$5,500,000","Lost money"
"De battre mon coeur s'est arrêté",1,1.56,5500000,"$8,589,831","$5,500,000","Made money"
"Haevnen",1,1.03,5500000,"$5,691,237","$5,500,000","Made money"
"Le Havre",1,2.45,5500000,"$13,480,196","$5,500,000","Made money"
"Harvard Man",0,0.01,5500000,"$56,653","$5,500,000","Lost money"
"Salvation Boulevard",0,0.01,5500000,"$28,468","$5,500,000","Lost money"
"Rang De Basanti",1,5.51,5300000,"$29,197,694","$5,300,000","Made money"
"A Room for Romeo Brass",0,0,5250000,"$20,097","$5,250,000","Lost money"
"Saint Ralph",0,0.33,5200000,"$1,695,126","$5,200,000","Lost money"
"Somewhere in Time",1,1.9,5100000,"$9,709,597","$5,100,000","Made money"
"My Big Fat Greek Wedding",1,70.45,5000000,"$352,242,522","$5,000,000","Made money"
"Crocodile Dundee",1,65.6,5000000,"$328,000,000","$5,000,000","Made money"
"Paranormal Activity 3",1,41.41,5000000,"$207,039,844","$5,000,000","Made money"
"Saw II",1,30.59,5000000,"$152,925,093","$5,000,000","Made money"
"Insidious Chapter 2",1,32.38,5000000,"$161,920,933","$5,000,000","Made money"
"Jackass: The Movie",1,15.86,5000000,"$79,282,312","$5,000,000","Made money"
"Paranormal Activity 4",1,28.56,5000000,"$142,793,842","$5,000,000","Made money"
"A Nightmare On Elm Street 3: Dream Warriors",1,8.96,5000000,"$44,793,222","$5,000,000","Made money"
"Freddy's Dead: The Final Nightmare",1,6.97,5000000,"$34,872,033","$5,000,000","Made money"
"Monster",1,11.6,5000000,"$58,003,694","$5,000,000","Made money"
"The Elephant Man",1,5.2,5000000,"$26,010,864","$5,000,000","Made money"
"Memento",1,7.94,5000000,"$39,723,096","$5,000,000","Made money"
"Our Idiot Brother",1,5.17,5000000,"$25,861,249","$5,000,000","Made money"
"Clerks II",1,5.18,5000000,"$25,894,473","$5,000,000","Made money"
"The Players Club",1,4.61,5000000,"$23,047,939","$5,000,000","Made money"
"Billy Elliot",1,21.86,5000000,"$109,280,263","$5,000,000","Made money"
"The Way Way Back",1,5.23,5000000,"$26,161,443","$5,000,000","Made money"
"The Apostle",1,4.26,5000000,"$21,277,770","$5,000,000","Made money"
"The Man From Snowy River",1,4.13,5000000,"$20,659,423","$5,000,000","Made money"
"House Party 2",1,3.89,5000000,"$19,438,638","$5,000,000","Made money"
"Doug's 1st Movie",1,3.88,5000000,"$19,421,271","$5,000,000","Made money"
"Mommie Dearest",1,5.01,5000000,"$25,032,000","$5,000,000","Made money"
"Halloween 4: The Return of Michael Myers",1,3.55,5000000,"$17,768,757","$5,000,000","Made money"
"Apollo 18",1,5.3,5000000,"$26,517,819","$5,000,000","Made money"
"Halloween: The Curse of Michael Myers",1,3.03,5000000,"$15,126,948","$5,000,000","Made money"
"Eve's Bayou",1,2.97,5000000,"$14,843,425","$5,000,000","Made money"
"Nighthawks",1,3.92,5000000,"$19,600,000","$5,000,000","Made money"
"Friday the 13th Part VIII: Jason Takes Manhattan",1,2.87,5000000,"$14,343,976","$5,000,000","Made money"
"Spring Breakers",1,6.13,5000000,"$30,669,531","$5,000,000","Made money"
"Y Tu Mamá También",1,6.73,5000000,"$33,649,881","$5,000,000","Made money"
"Shaun of the Dead",1,6.07,5000000,"$30,332,385","$5,000,000","Made money"
"Lone Star",1,2.59,5000000,"$12,961,389","$5,000,000","Made money"
"April Fool's Day",1,2.59,5000000,"$12,947,763","$5,000,000","Made money"
"Diner",1,2.52,5000000,"$12,592,907","$5,000,000","Made money"
"Lone Wolf McQuade",1,2.45,5000000,"$12,232,628","$5,000,000","Made money"
"Sunshine Cleaning",1,3.29,5000000,"$16,462,558","$5,000,000","Made money"
"The Beastmaster",1,2.15,5000000,"$10,751,126","$5,000,000","Made money"
"Not Easily Broken",1,2.15,5000000,"$10,732,909","$5,000,000","Made money"
"Digimon: The Movie",1,3.33,5000000,"$16,628,751","$5,000,000","Made money"
"Saved!",1,2.05,5000000,"$10,228,228","$5,000,000","Made money"
"Les invasions barbares",1,1.69,5000000,"$8,460,000","$5,000,000","Made money"
"Robin and Marian",1,1.6,5000000,"$8,000,000","$5,000,000","Made money"
"Force 10 from Navarone",1,1.42,5000000,"$7,100,000","$5,000,000","Made money"
"The Forsaken",1,1.35,5000000,"$6,755,271","$5,000,000","Made money"
"UHF",1,1.23,5000000,"$6,157,157","$5,000,000","Made money"
"Sea Rex 3D: Journey to a Prehistoric World",1,3.3,5000000,"$16,515,203","$5,000,000","Made money"
"Grandma's Boy",1,1.32,5000000,"$6,590,172","$5,000,000","Made money"
"Slums of Beverly Hills",1,1.1,5000000,"$5,502,773","$5,000,000","Made money"
"Made",1,1.1,5000000,"$5,476,060","$5,000,000","Made money"
"La mala educación",1,8.06,5000000,"$40,311,842","$5,000,000","Made money"
"Moon",1,2.14,5000000,"$10,676,073","$5,000,000","Made money"
"Keeping Up with the Steins",0,0.88,5000000,"$4,414,154","$5,000,000","Lost money"
"The Sweet Hereafter",1,1.59,5000000,"$7,951,247","$5,000,000","Made money"
"Des Hommes et Des Dieux",1,9.25,5000000,"$46,263,525","$5,000,000","Made money"
"Jekyll and Hyde... Together Again",0,0.74,5000000,"$3,707,583","$5,000,000","Lost money"
"Everything Must Go",0,0.54,5000000,"$2,712,131","$5,000,000","Lost money"
"Rabbit Hole",1,1.17,5000000,"$5,839,592","$5,000,000","Made money"
"Zero Effect",0,0.42,5000000,"$2,080,693","$5,000,000","Lost money"
"The Machinist",1,1.76,5000000,"$8,782,570","$5,000,000","Made money"
"Light Sleeper",0,0.21,5000000,"$1,050,861","$5,000,000","Lost money"
"Party Monster",0,0.18,5000000,"$894,030","$5,000,000","Lost money"
"Bottle Rocket",0,0.08,5000000,"$407,488","$5,000,000","Lost money"
"Albino Alligator",0,0.07,5000000,"$353,480","$5,000,000","Lost money"
"Gandhi, My Father",0,0.28,5000000,"$1,375,194","$5,000,000","Lost money"
"Standard Operating Procedure",0,0.05,5000000,"$228,830","$5,000,000","Lost money"
"Tucker & Dale vs. Evil",1,1.1,5000000,"$5,476,793","$5,000,000","Made money"
"No Looking Back",0,0.03,5000000,"$143,273","$5,000,000","Lost money"
"Tycoon",0,0.02,5000000,"$121,016","$5,000,000","Lost money"
"Desert Blue",0,0.02,5000000,"$99,147","$5,000,000","Lost money"
"Decoys",0,0.02,5000000,"$96,760","$5,000,000","Lost money"
"Redacted",0,0.15,5000000,"$765,388","$5,000,000","Lost money"
"Fascination",0,0.02,5000000,"$83,356","$5,000,000","Lost money"
"Obsluhoval jsem anglického krále",1,1.46,4900000,"$7,174,984","$4,900,000","Made money"
"Sling Blade",1,7.07,4833610,"$34,175,000","$4,833,610","Made money"
"Hostel",1,17.13,4800000,"$82,241,110","$4,800,000","Made money"
"Take Shelter",0,0.66,4750000,"$3,128,953","$4,750,000","Lost money"
"Tristram Shandy: A Cock and Bull Story",0,0.64,4750000,"$3,061,763","$4,750,000","Lost money"
"The Texas Chainsaw Massacre 2",1,1.71,4700000,"$8,025,872","$4,700,000","Made money"
"Lady in White",0,0.36,4700000,"$1,705,139","$4,700,000","Lost money"
"Driving Lessons",0,0.05,4700000,"$239,962","$4,700,000","Lost money"
"Pat Garrett and Billy the Kid",1,2.37,4638783,"$11,000,000","$4,638,783","Made money"
"Camping Sauvage",0,0.76,4600000,"$3,479,302","$4,600,000","Lost money"
"Dear Frankie",0,0.68,4600000,"$3,147,385","$4,600,000","Lost money"
"Le nom des gens",1,2.01,4600000,"$9,261,711","$4,600,000","Made money"
"Savage Grace",0,0.21,4600000,"$968,805","$4,600,000","Lost money"
"Out of the Blue",0,0.16,4600000,"$731,767","$4,600,000","Lost money"
"Police Academy",1,18.04,4500000,"$81,198,894","$4,500,000","Made money"
"Four Weddings and a Funeral",1,53.98,4500000,"$242,895,809","$4,500,000","Made money"
"Fast Times at Ridgemont High",1,6.02,4500000,"$27,092,880","$4,500,000","Made money"
"Secrets & Lies",1,2.98,4500000,"$13,417,292","$4,500,000","Made money"
"25th Hour",1,5.63,4500000,"$25,344,490","$4,500,000","Made money"
"Bound",1,1.56,4500000,"$7,011,317","$4,500,000","Made money"
"Requiem for a Dream",1,1.64,4500000,"$7,390,108","$4,500,000","Made money"
"Låt den rätte komma in",1,2.72,4500000,"$12,247,682","$4,500,000","Made money"
"Tango",1,1.21,4500000,"$5,428,387","$4,500,000","Made money"
"Salvador",0,0.33,4500000,"$1,500,000","$4,500,000","Lost money"
"Salvando al Soldado Perez",1,2.07,4500000,"$9,330,465","$4,500,000","Made money"
"Donnie Darko",1,1.71,4500000,"$7,696,529","$4,500,000","Made money"
"Karakter",0,0.16,4500000,"$713,413","$4,500,000","Lost money"
"Mozart's Sister",0,0.16,4500000,"$707,885","$4,500,000","Lost money"
"Spun",0,0.23,4500000,"$1,022,649","$4,500,000","Lost money"
"Life During Wartime",0,0.06,4500000,"$281,447","$4,500,000","Lost money"
"Chinjeolhan geumjassi",1,5.22,4500000,"$23,471,871","$4,500,000","Made money"
"Blackthorn",0,0.28,4500000,"$1,249,765","$4,500,000","Lost money"
"Lilja 4-ever",1,1.06,4500000,"$4,762,172","$4,500,000","Made money"
"Mean Machine",0,0.02,4500000,"$92,723","$4,500,000","Lost money"
"Fong juk",0,0.01,4500000,"$51,957","$4,500,000","Lost money"
"One Flew Over the Cuckoo's Nest",1,24.77,4400000,"$108,981,275","$4,400,000","Made money"
"Silent Movie",1,8.21,4400000,"$36,145,695","$4,400,000","Made money"
"Whale Rider",1,9.28,4300000,"$39,892,476","$4,300,000","Made money"
"Sexy Beast",1,2.36,4300000,"$10,154,577","$4,300,000","Made money"
"Paa",1,2.28,4300000,"$9,791,282","$4,300,000","Made money"
"Night of the Living Dead",1,1.39,4200000,"$5,835,247","$4,200,000","Made money"
"Nochnoy dozor",1,8.07,4200000,"$33,913,542","$4,200,000","Made money"
"Animal Kingdom",1,1.92,4200000,"$8,078,683","$4,200,000","Made money"
"George A. Romero's Survival of the Dead",0,0.02,4200000,"$101,740","$4,200,000","Lost money"
"Love and Death on Long Island",0,0.63,4030000,"$2,542,264","$4,030,000","Lost money"
"Porky's",1,27.37,4000000,"$109,492,484","$4,000,000","Made money"
"The Crying Game",1,15.64,4000000,"$62,546,695","$4,000,000","Made money"
"Lost in Translation",1,28.14,4000000,"$112,550,685","$4,000,000","Made money"
"Annie Hall",1,9.56,4000000,"$38,251,425","$4,000,000","Made money"
"Leaving Las Vegas",1,12.45,4000000,"$49,800,000","$4,000,000","Made money"
"Monster's Ball",1,10.94,4000000,"$43,766,463","$4,000,000","Made money"
"The Kids Are All Right",1,9.07,4000000,"$36,275,469","$4,000,000","Made money"
"The Life of Brian",1,5,4000000,"$20,008,693","$4,000,000","Made money"
"The Last Exorcism Part II",1,4.64,4000000,"$18,541,236","$4,000,000","Made money"
"The Front Page",1,3.75,4000000,"$15,000,000","$4,000,000","Made money"
"The Return of the Living Dead",1,3.56,4000000,"$14,237,880","$4,000,000","Made money"
"De-Lovely",1,4.6,4000000,"$18,396,382","$4,000,000","Made money"
"They Live",1,3.25,4000000,"$13,000,000","$4,000,000","Made money"
"Saving Grace",1,6.95,4000000,"$27,786,849","$4,000,000","Made money"
"What the #$'! Do We Know",1,2.74,4000000,"$10,941,801","$4,000,000","Made money"
"Scoop",1,9.84,4000000,"$39,375,361","$4,000,000","Made money"
"The Wash",1,2.52,4000000,"$10,097,096","$4,000,000","Made money"
"3 Strikes",1,2.46,4000000,"$9,821,335","$4,000,000","Made money"
"The Visitor",1,4.79,4000000,"$19,174,817","$4,000,000","Made money"
"The Cooler",1,2.62,4000000,"$10,464,788","$4,000,000","Made money"
"The Night Listener",1,2.64,4000000,"$10,547,755","$4,000,000","Made money"
"The Jerky Boys",1,1.89,4000000,"$7,555,256","$4,000,000","Made money"
"Bug",1,1.75,4000000,"$7,006,708","$4,000,000","Made money"
"The Rules of Attraction",1,2.95,4000000,"$11,799,060","$4,000,000","Made money"
"Let's Go to Prison",1,1.16,4000000,"$4,630,045","$4,000,000","Made money"
"Four Rooms",1,1.08,4000000,"$4,301,000","$4,000,000","Made money"
"The Real Cancun",0,0.95,4000000,"$3,816,594","$4,000,000","Lost money"
"Talk Radio",0,0.87,4000000,"$3,468,572","$4,000,000","Lost money"
"Waiting for Guffman",0,0.73,4000000,"$2,922,988","$4,000,000","Lost money"
"Love Stinks",0,0.7,4000000,"$2,793,776","$4,000,000","Lost money"
"You Kill Me",0,0.96,4000000,"$3,858,964","$4,000,000","Lost money"
"Thumbsucker",0,0.48,4000000,"$1,919,197","$4,000,000","Lost money"
"Red State",0,0.27,4000000,"$1,065,429","$4,000,000","Lost money"
"MirrorMask",0,0.24,4000000,"$963,224","$4,000,000","Lost money"
"Barbarians, The",0,0.2,4000000,"$800,000","$4,000,000","Lost money"
"Poolhall Junkies",0,0.14,4000000,"$563,711","$4,000,000","Lost money"
"The Loss of Sexual Innocence",0,0.1,4000000,"$399,793","$4,000,000","Lost money"
"Prison",0,0.09,4000000,"$354,704","$4,000,000","Lost money"
"Shooting Fish",0,0.08,4000000,"$302,204","$4,000,000","Lost money"
"Adoration",0,0.1,4000000,"$384,244","$4,000,000","Lost money"
"Psycho Beach Party",0,0.07,4000000,"$267,972","$4,000,000","Lost money"
"The Big Tease",0,0.05,4000000,"$185,577","$4,000,000","Lost money"
"Mondays in the Sun",0,0.04,4000000,"$146,402","$4,000,000","Lost money"
"Trust",0,0.03,4000000,"$120,016","$4,000,000","Lost money"
"An Everlasting Piece",0,0.02,4000000,"$75,078","$4,000,000","Lost money"
"Among Giants",0,0.02,4000000,"$64,359","$4,000,000","Lost money"
"The Velocity of Gary",0,0.01,4000000,"$34,145","$4,000,000","Lost money"
"Sonny",0,0,4000000,"$17,639","$4,000,000","Lost money"
"The Last Time I Committed Suicide",0,0,4000000,"$12,836","$4,000,000","Lost money"
"Network",1,6.23,3800000,"$23,689,877","$3,800,000","Made money"
"Down for Life",0,0.01,3800000,"$41,914","$3,800,000","Lost money"
"The Good Heart",0,0.09,3800000,"$340,930","$3,800,000","Lost money"
"Casa de Areia",0,0.31,3750000,"$1,178,175","$3,750,000","Lost money"
"The Ballad of Cable Hogue",1,1.35,3716946,"$5,000,000","$3,716,946","Made money"
"The History Boys",1,3.63,3700000,"$13,425,589","$3,700,000","Made money"
"Unknown",0,0.91,3700000,"$3,355,048","$3,700,000","Lost money"
"Airplane!",1,23.84,3500000,"$83,453,539","$3,500,000","Made money"
"M*A*S*H",1,23.31,3500000,"$81,600,000","$3,500,000","Made money"
"The Full Monty",1,73.7,3500000,"$257,938,649","$3,500,000","Made money"
"Menace II Society",1,7.92,3500000,"$27,731,527","$3,500,000","Made money"
"Friday",1,7.98,3500000,"$27,936,778","$3,500,000","Made money"
"Empire",1,5.28,3500000,"$18,495,444","$3,500,000","Made money"
"Creepshow 2",1,4,3500000,"$14,000,000","$3,500,000","Made money"
"Frenzy",1,3.6,3500000,"$12,600,000","$3,500,000","Made money"
"I Got the Hook-Up!",1,2.95,3500000,"$10,317,779","$3,500,000","Made money"
"She's the One",1,3.94,3500000,"$13,795,053","$3,500,000","Made money"
"Terror Train",1,2.29,3500000,"$8,000,000","$3,500,000","Made money"
"Gods and Monsters",1,1.84,3500000,"$6,451,628","$3,500,000","Made money"
"El secreto de sus ojos",1,11.58,3500000,"$40,527,719","$3,500,000","Made money"
"Evil Dead II",1,1.69,3500000,"$5,923,044","$3,500,000","Made money"
"Day of the Dead",1,9.72,3500000,"$34,004,262","$3,500,000","Made money"
"Pootie Tang",0,0.94,3500000,"$3,293,258","$3,500,000","Lost money"
"La otra conquista",0,0.25,3500000,"$886,410","$3,500,000","Lost money"
"Ira and Abby",0,0.06,3500000,"$221,096","$3,500,000","Lost money"
"Winter Passing",0,0.03,3500000,"$113,783","$3,500,000","Lost money"
"D.E.B.S.",0,0.03,3500000,"$96,793","$3,500,000","Lost money"
"Surveillance",0,0.4,3500000,"$1,396,395","$3,500,000","Lost money"
"Taxman",0,0,3500000,"$9,871","$3,500,000","Lost money"
"Jagten",0,0.2,3450000,"$687,185","$3,450,000","Lost money"
"La marche de l'empereur",1,38.07,3400000,"$129,437,223","$3,400,000","Made money"
"High Anxiety",1,9.14,3400000,"$31,063,038","$3,400,000","Made money"
"Margin Call",1,5.26,3400000,"$17,872,206","$3,400,000","Made money"
"L'incomparable mademoiselle C.",0,0.15,3400000,"$493,905","$3,400,000","Lost money"
"August",0,0,3400000,"$12,636","$3,400,000","Lost money"
"Bella",1,3.76,3300000,"$12,405,473","$3,300,000","Made money"
"Cidade de Deus",1,9.71,3300000,"$32,059,295","$3,300,000","Made money"
"Human Traffic",1,1.64,3300000,"$5,422,740","$3,300,000","Made money"
"The Dead Girl",0,0.01,3300000,"$19,875","$3,300,000","Lost money"
"A Christmas Story",1,6.34,3250000,"$20,605,209","$3,250,000","Made money"
"Class of 1984",1,2.14,3250000,"$6,965,361","$3,250,000","Made money"
"Entre les murs",1,10.5,3250000,"$34,114,067","$3,250,000","Made money"
"Dreaming of Joseph Lees",0,0,3250000,"$7,680","$3,250,000","Lost money"
"Maria Full of Grace",1,4.51,3200000,"$14,441,158","$3,200,000","Made money"
"Beginners",1,3.61,3200000,"$11,564,267","$3,200,000","Made money"
"Adam",0,0.88,3200000,"$2,828,590","$3,200,000","Lost money"
"Feast",0,0.11,3200000,"$341,808","$3,200,000","Lost money"
"Trainspotting",1,7.74,3100000,"$24,000,785","$3,100,000","Made money"
"National Lampoon's Animal House",1,47.2,3000000,"$141,600,000","$3,000,000","Made money"
"Paranormal Activity 2",1,59.17,3000000,"$177,512,032","$3,000,000","Made money"
"The Purge",1,30.37,3000000,"$91,100,541","$3,000,000","Made money"
"Sinister",1,29.24,3000000,"$87,727,807","$3,000,000","Made money"
"The Original Kings of Comedy",1,12.75,3000000,"$38,236,338","$3,000,000","Made money"
"Coming Home",1,10.88,3000000,"$32,653,000","$3,000,000","Made money"
"Waking Ned Devine",1,18.4,3000000,"$55,193,251","$3,000,000","Made money"
"Air Bud",1,9.26,3000000,"$27,788,649","$3,000,000","Made money"
"Bowling for Columbine",1,19.53,3000000,"$58,576,018","$3,000,000","Made money"
"A Nightmare On Elm Street Part 2: Freddy's Revenge",1,7.05,3000000,"$21,163,999","$3,000,000","Made money"
"Love and Death",1,6.71,3000000,"$20,123,742","$3,000,000","Made money"
"Friday the 13th Part VI: Jason Lives",1,6.49,3000000,"$19,472,057","$3,000,000","Made money"
"Martin Lawrence Live: RunTelDat",1,6.39,3000000,"$19,184,820","$3,000,000","Made money"
"Super Troopers",1,7.68,3000000,"$23,046,142","$3,000,000","Made money"
"Beneath the Planet of the Apes",1,5.83,3000000,"$17,489,009","$3,000,000","Made money"
"Pokemon 3: The Movie",1,22.82,3000000,"$68,452,128","$3,000,000","Made money"
"Jason Goes to Hell: The Final Friday",1,5.31,3000000,"$15,935,068","$3,000,000","Made money"
"Spaced Invaders",1,5,3000000,"$15,000,000","$3,000,000","Made money"
"Family Plot",1,4.4,3000000,"$13,200,000","$3,000,000","Made money"
"Dave Chappelle's Block Party",1,4.02,3000000,"$12,051,924","$3,000,000","Made money"
"Krush Groove",1,3.68,3000000,"$11,052,713","$3,000,000","Made money"
"Next Day Air",1,3.39,3000000,"$10,172,519","$3,000,000","Made money"
"Trippin'",1,3.01,3000000,"$9,017,070","$3,000,000","Made money"
"The Deep End",1,3.36,3000000,"$10,091,739","$3,000,000","Made money"
"Teen Wolf Too",1,2.63,3000000,"$7,888,000","$3,000,000","Made money"
"Phat Girlz",1,2.43,3000000,"$7,301,080","$3,000,000","Made money"
"Phantasm II",1,2.33,3000000,"$7,000,000","$3,000,000","Made money"
"Real Women Have Curves",1,1.95,3000000,"$5,853,194","$3,000,000","Made money"
"Gallipoli",1,1.91,3000000,"$5,732,587","$3,000,000","Made money"
"Water",1,2.71,3000000,"$8,119,205","$3,000,000","Made money"
"East is East",1,10.15,3000000,"$30,438,635","$3,000,000","Made money"
"Whipped",1,1.38,3000000,"$4,142,507","$3,000,000","Made money"
"Kama Sutra",1,1.37,3000000,"$4,109,095","$3,000,000","Made money"
"Please Give",1,1.52,3000000,"$4,570,178","$3,000,000","Made money"
"Willy Wonka & the Chocolate Factory",1,1.33,3000000,"$4,000,000","$3,000,000","Made money"
"Warlock: The Armageddon",1,1.3,3000000,"$3,902,679","$3,000,000","Made money"
"8 Heads in a Duffel Bag",1,1.33,3000000,"$4,002,884","$3,000,000","Made money"
"Days of Heaven",1,1.22,3000000,"$3,660,880","$3,000,000","Made money"
"Thirteen Conversations About One Thing",1,1.24,3000000,"$3,705,923","$3,000,000","Made money"
"Jawbreaker",1,1.03,3000000,"$3,076,820","$3,000,000","Made money"
"Basquiat",0,0.99,3000000,"$2,962,051","$3,000,000","Lost money"
"Tsotsi",1,3.85,3000000,"$11,537,539","$3,000,000","Made money"
"Letters to God",0,0.97,3000000,"$2,908,902","$3,000,000","Lost money"
"Happiness",1,1.92,3000000,"$5,746,453","$3,000,000","Made money"
"DysFunkTional Family",0,0.75,3000000,"$2,255,000","$3,000,000","Lost money"
"Hobo with a Shotgun",0,0.28,3000000,"$834,953","$3,000,000","Lost money"
"Fish Tank",1,1.97,3000000,"$5,922,292","$3,000,000","Made money"
"Freeway",0,0.1,3000000,"$295,493","$3,000,000","Lost money"
"Love's Abiding Joy",0,0.08,3000000,"$252,726","$3,000,000","Lost money"
"Braindead",0,0.08,3000000,"$242,623","$3,000,000","Lost money"
"Chain Letter",0,0.21,3000000,"$635,842","$3,000,000","Lost money"
"The Eclipse",0,0.04,3000000,"$133,411","$3,000,000","Lost money"
"The Grand",0,0.04,3000000,"$115,879","$3,000,000","Lost money"
"Sommersturm",0,0.03,3000000,"$95,204","$3,000,000","Lost money"
"The Gambler",0,0.03,3000000,"$101,773","$3,000,000","Lost money"
"Just Looking",0,0.01,3000000,"$39,852","$3,000,000","Lost money"
"The Divide",0,0.01,3000000,"$18,000","$3,000,000","Lost money"
"Tanner Hall",0,0,3000000,"$5,073","$3,000,000","Lost money"
"My Big Fat Independent Movie",0,0,3000000,"$4,655","$3,000,000","Lost money"
"Central do Brasil",1,5.86,2900000,"$17,006,158","$2,900,000","Made money"
"Boynton Beach Club",1,1.08,2900000,"$3,127,472","$2,900,000","Made money"
"Freakonomics",0,0.04,2900000,"$117,270","$2,900,000","Lost money"
"High Tension",1,2.26,2850000,"$6,435,262","$2,850,000","Made money"
"Young Frankenstein",1,30.82,2800000,"$86,300,000","$2,800,000","Made money"
"The Omen",1,17.35,2800000,"$48,570,885","$2,800,000","Made money"
"Hustle & Flow",1,8.42,2800000,"$23,563,727","$2,800,000","Made money"
"Friday the 13th Part VII: The New Blood",1,6.85,2800000,"$19,170,001","$2,800,000","Made money"
"Artie Lange's Beer League",0,0.17,2800000,"$475,000","$2,800,000","Lost money"
"Diary of the Dead",1,1.96,2750000,"$5,394,447","$2,750,000","Made money"
"The Black Stallion",1,14,2700000,"$37,799,643","$2,700,000","Made money"
"Ulee's Gold",1,5.78,2700000,"$15,600,000","$2,700,000","Made money"
"Lage Raho Munnabhai",1,11.67,2700000,"$31,517,561","$2,700,000","Made money"
"The Dress",0,0.01,2650000,"$16,556","$2,650,000","Lost money"
"Blazing Saddles",1,45.96,2600000,"$119,500,000","$2,600,000","Made money"
"Friday the 13th Part IV: The Final Chapter",1,12.68,2600000,"$32,980,880","$2,600,000","Made money"
"Riding Giants",1,1.24,2600000,"$3,216,111","$2,600,000","Made money"
"Los Cronocrímenes",0,0.22,2600000,"$564,474","$2,600,000","Lost money"
"A Haunted House",1,23.97,2500000,"$59,922,558","$2,500,000","Made money"
"Kevin Hart: Let Me Explain",1,12.9,2500000,"$32,244,051","$2,500,000","Made money"
"Garden State",1,14.41,2500000,"$36,028,802","$2,500,000","Made money"
"That Thing You Do!",1,13.82,2500000,"$34,557,416","$2,500,000","Made money"
"Halloween II",1,10.21,2500000,"$25,533,818","$2,500,000","Made money"
"Halloween 3: Season of the Witch",1,5.76,2500000,"$14,400,000","$2,500,000","Made money"
"Religulous",1,5.25,2500000,"$13,136,074","$2,500,000","Made money"
"Escape from the Planet of the Apes",1,4.92,2500000,"$12,300,000","$2,500,000","Made money"
"My Own Private Idaho",1,2.56,2500000,"$6,401,336","$2,500,000","Made money"
"Before Sunrise",1,2.11,2500000,"$5,274,005","$2,500,000","Made money"
"Sur Le Seuil",0,0.81,2500000,"$2,013,052","$2,500,000","Lost money"
"Jesus' Son",0,0.68,2500000,"$1,687,548","$2,500,000","Lost money"
"My Life Without Me",1,3.79,2500000,"$9,476,113","$2,500,000","Made money"
